"名称","住所","linkNo","遺跡番号","地図","遺跡名","いせきめい","所在地","種別","時代","立地","遺跡概況","備考","市町村C","経度","緯度","分類"
"","","174","243","11図","高岡古墳","たかおかこふん","永山","古墳","古墳","丘陵","横穴式石室、須恵器","","01 和歌山市","135.26881718205","34.2051502161134","埋蔵文化財包蔵地_面"
"","","1444","238","11図","殿山1号墳","0","木枕","古墳","古墳","丘陵","円墳、組合式石棺、装飾付台付壺、堤瓶、直刀","","01 和歌山市","135.260528562015","34.207742542897","埋蔵文化財包蔵地_面"
"","","1445","239","11図","殿山2号墳","0","木枕","古墳","古墳","丘陵","円墳、径15m、高2m","","01 和歌山市","135.258395983407","34.2077749644909","埋蔵文化財包蔵地_面"
"","","1722","20","11図","雨山遺跡","あめやまいせき","東野","出土地","縄文","山腹","雨山山腹単独出土、異形部分研磨","","03 紀美野町野上地区","135.360569595059","34.1808972379254","埋蔵文化財包蔵地_面"
"","","173","242","11図","丸山古墳","まるやまこふん","永山","古墳","古墳","丘陵","円墳、径15m、横穴式石室、須恵器","","01 和歌山市","135.263544261083","34.2065892672074","埋蔵文化財包蔵地_面"
"","","1431","226-4","11図","楠4号墳","0","木枕","古墳","古墳","丘陵","円墳、径19.6m、高1.2m","","01 和歌山市","135.255371618899","34.2084968024871","埋蔵文化財包蔵地_面"
"","","1951","24","11図","応其上人宝篋印塔","おうごしょうにんほうきょういんとう","北","石塔","室町","丘陵","","","04 紀の川市貴志川地区","135.332224593065","34.2111246538002","埋蔵文化財包蔵地_面"
"","","1940","13","11図","権田池古墳","ごんだいけこふん","上野山","古墳","古墳","段丘","円墳、須恵器、墳丘削平","","04 紀の川市貴志川地区","135.309997624305","34.2144073675047","埋蔵文化財包蔵地_面"
"","","2014","23-5","11図","北5号墳","0","北","古墳","古墳","丘陵","円墳、墓地","","04 紀の川市貴志川地区","135.329349158926","34.2092163873506","埋蔵文化財包蔵地_面"
"","","2013","23-4","11図","北4号墳","0","北","古墳","古墳","丘陵","円墳、墓地","","04 紀の川市貴志川地区","135.329578803062","34.2090766642795","埋蔵文化財包蔵地_面"
"","","2001","18-3","11図","平池3号墳","0","長原","古墳","古墳","段丘","円墳","","04 紀の川市貴志川地区","135.302386705317","34.2101064885279","埋蔵文化財包蔵地_面"
"","","1941","14","11図","三昧塚古墳","さんまいづかこふん","神戸","古墳","古墳","段丘","円墳、周濠","","04 紀の川市貴志川地区","135.312298075938","34.2110267768831","埋蔵文化財包蔵地_面"
"","","1439","230","11図","塩谷2号墳","0","明王寺","古墳","古墳","丘陵","円墳、径13.6m、高3.2m","","01 和歌山市","135.256045276565","34.2162404546322","埋蔵文化財包蔵地_面"
"","","2000","18-2","11図","平池2号墳","0","長原","古墳","古墳","段丘","円墳、須恵器、埴輪（円筒）","","04 紀の川市貴志川地区","135.30138833436","34.2110296180494","埋蔵文化財包蔵地_面"
"","","1967","40","11図","薬師寺境内一字一石経塚","やくしじけいだいいちじいっせききょうづか","国主","経塚","","丘陵","一字一石経","","04 紀の川市貴志川地区","135.31068751829","34.2043816942418","埋蔵文化財包蔵地_面"
"","","1947","20","11図","国主神社板碑群","くにしじんじゃいたびぐん","国主","碑","中世","段丘","7基","","04 紀の川市貴志川地区","135.311300005955","34.2044543072647","埋蔵文化財包蔵地_面"
"","","2010","23-1","11図","北1号墳","0","北","古墳","古墳","丘陵","円墳、横穴式石室、墓地","","04 紀の川市貴志川地区","135.329863508607","34.2091267722342","埋蔵文化財包蔵地_面"
"","","9999","","","","","","","","","","","","135.324013733409","34.2041521375536","埋蔵文化財包蔵地_面"
"","","9999","","","","","","","","","","","","135.324793666052","34.2040884324296","埋蔵文化財包蔵地_面"
"","","2012","23-3","11図","北3号墳","0","北","古墳","古墳","丘陵","円墳、墓地","","04 紀の川市貴志川地区","135.329038220653","34.2093854924992","埋蔵文化財包蔵地_面"
"","","1952","25","11図","北宝篋印塔","きたほうきょういんとう","北","石塔","室町","丘陵","","","04 紀の川市貴志川地区","135.329185601591","34.2148802123862","埋蔵文化財包蔵地_面"
"","","1424","220","11図","平尾1号墳","ひらおいちごうふん","平尾","古墳","古墳","丘陵","円墳","旧平尾古墳群","01 和歌山市","135.247947020929","34.2135497750764","埋蔵文化財包蔵地_面"
"","","2011","23-2","11図","北2号墳","0","北","古墳","古墳","丘陵","円墳、墓地","","04 紀の川市貴志川地区","135.32962434294","34.2092859177906","埋蔵文化財包蔵地_面"
"","","9999","","","","","","","","","","","","135.309158854274","34.2167708568312","埋蔵文化財包蔵地_面"
"","","2015","23-6","11図","北6号墳","0","北","古墳","古墳","丘陵","円墳、墓地","","04 紀の川市貴志川地区","135.328918214566","34.2087094113846","埋蔵文化財包蔵地_面"
"","","9999","","","","","","","","","","","","135.309136218223","34.2171084889492","埋蔵文化財包蔵地_面"
"","","1963","36","11図","井ノ口火葬墳墓","いのくちかそうふんぼ","井ノ口","墳墓","平安","台地","蔵骨器","","04 紀の川市貴志川地区","135.318308500685","34.2005539727451","埋蔵文化財包蔵地_面"
"","","169","236","11図","矢田古墳","やだこふん","矢田","古墳","古墳","丘陵","円墳","","01 和歌山市","135.259320346618","34.2187400605186","埋蔵文化財包蔵地_面"
"","","1441","232","11図","塩谷4号墳","0","明王寺","古墳","古墳","丘陵","円墳、径18m、高2.5m","","01 和歌山市","135.256262560569","34.2179516043111","埋蔵文化財包蔵地_面"
"","","1440","231","11図","塩谷3号墳","0","明王寺","古墳","古墳","丘陵","円墳","","01 和歌山市","135.256254236998","34.2170378064703","埋蔵文化財包蔵地_面"
"","","1942","15","11図","罐子塚古墳","かんすづかこふん","神戸","古墳","古墳","丘陵","円墳、周濠、短甲、須恵器","","04 紀の川市貴志川地区","135.310379431839","34.2100733397256","埋蔵文化財包蔵地_面"
"","","1438","229","11図","塩谷1号墳","0","明王寺","古墳","古墳","丘陵","円墳、径20m、高3m、横穴式石室","","01 和歌山市","135.255728256426","34.2158047297951","埋蔵文化財包蔵地_面"
"","","1426","222","11図","平尾3号墳","0","平尾","古墳","古墳","丘陵","円墳","","01 和歌山市","135.250214806306","34.2147517766659","埋蔵文化財包蔵地_面"
"","","165","228","11図","赤山古墳","あかやまこふん","山東中","古墳","古墳","丘陵","横穴式石室、直刀、須恵器（杯、高杯）、瓦器（鉢）","","01 和歌山市","135.258178987128","34.2132277934109","埋蔵文化財包蔵地_面"
"","","1446","240","11図","殿山3号墳","0","木枕","古墳","古墳","丘陵","円墳、径15m、高1.5m","","01 和歌山市","135.258626468511","34.2083366723662","埋蔵文化財包蔵地_面"
"","","170","237","11図","北池古墳","きたいけこふん","木枕","古墳","古墳","丘陵","円墳、径14m、高1m","","01 和歌山市","135.262028486958","34.2106336221253","埋蔵文化財包蔵地_面"
"","","172","241","11図","土井山古墳","どいやまこふん","永山","古墳","古墳","丘陵","横穴式石室、鉄鏃、耳環、小玉、須恵器","","01 和歌山市","135.261762137123","34.2078293228517","埋蔵文化財包蔵地_面"
"","","1448","245-1","11図","伊太祈曽神社1号墳","0","伊太祈曽","古墳","古墳","丘陵","円墳、横穴式石室","","01 和歌山市","135.251049840358","34.2015441688969","埋蔵文化財包蔵地_面"
"","","1449","245-2","11図","伊太祈曽神社2号墳","0","伊太祈曽","古墳","古墳","丘陵","円墳","","01 和歌山市","135.251322450558","34.2018902490679","埋蔵文化財包蔵地_面"
"","","175","244","11図","桜山古墳","さくらやまこふん","大河内","古墳","古墳","丘陵","円墳、須恵器","","01 和歌山市","135.256201330034","34.1980026540731","埋蔵文化財包蔵地_面"
"","","279","366","11図","永山古墳","ながやまこふん","永山","古墳","古墳","丘陵","","","01 和歌山市","135.269895594379","34.2083807423082","埋蔵文化財包蔵地_面"
"","","1450","245-3","11図","伊太祈曽神社3号墳","0","伊太祈曽","古墳","古墳","丘陵","円墳","","01 和歌山市","135.251049574498","34.202283968029","埋蔵文化財包蔵地_面"
"","","1428","226-1","11図","楠1号墳","0","木枕","古墳","古墳","丘陵","円墳、径約13.5m、高2m、埴輪（円筒、家、盾）、須恵器","","01 和歌山市","135.253960079655","34.2082179010462","埋蔵文化財包蔵地_面"
"","","1436","227-4","11図","足守神社4号墳","0","木枕","古墳","古墳","丘陵","内部主体、墳丘等不明","","01 和歌山市","135.259854073778","34.2097956408557","埋蔵文化財包蔵地_面"
"","","1430","226-3","11図","楠3号墳","0","木枕","古墳","古墳","丘陵","円墳","","01 和歌山市","135.254440099977","34.2079982480547","埋蔵文化財包蔵地_面"
"","","1429","226-2","11図","楠2号墳","0","木枕","古墳","古墳","丘陵","円墳","","01 和歌山市","135.254558161736","34.2083573151444","埋蔵文化財包蔵地_面"
"","","1568","54","11図","小野田古墳","おのだこふん","小野田","古墳","古墳","山腹","円墳、横穴式石室","","02 海南市海南地区","135.250255335479","34.1750024010308","埋蔵文化財包蔵地_面"
"","","196","273","〃","吉里2号窯跡","よしざとにごうかまあと","吉里","窯跡","奈良","丘陵麓","須恵器（      〃     )","","01 和歌山市","135.248289478876","34.193938897592","埋蔵文化財包蔵地_面"
"","","195","272","11図","吉里1号窯跡","よしざといちごうかまあと","吉里","窯跡","奈良","丘陵麓","須恵器（      〃     )","","01 和歌山市","135.247950747032","34.1943913206527","埋蔵文化財包蔵地_面"
"","","9999","","","","","","","","","","","","135.213434356427","34.2167817720282","埋蔵文化財包蔵地_面"
"","","9999","","","","","","","","","","","","135.216088066182","34.2185710440321","埋蔵文化財包蔵地_面"
"","","9999","","","","","","","","","","","","135.212995513759","34.2142526111951","埋蔵文化財包蔵地_面"
"","","9999","","","","","","","","","","","","135.222023518662","34.2175346176044","埋蔵文化財包蔵地_面"
"","","9999","","","","","","","","","","","","135.221546206005","34.215917478559","埋蔵文化財包蔵地_面"
"","","9999","","","","","","","","","","","","135.221239221869","34.215416776438","埋蔵文化財包蔵地_面"
"","","283","370","10図","朝日石槍出土地","あさひいしやりしゅつどち","朝日","出土地","弥生","平地","石槍","","01 和歌山市","135.220686566613","34.1933397205897","埋蔵文化財包蔵地_面"
"","","1489","297-5","10図","赤津5号墳","0","朝日","古墳","古墳","丘陵","円墳","","01 和歌山市","135.218207056303","34.1915062623975","埋蔵文化財包蔵地_面"
"","","9999","","","","","","","","","","","","135.22346069336","34.2156244977608","埋蔵文化財包蔵地_面"
"","","1491","303-1","10図","和田1号墳","0","和田","古墳","古墳","丘陵","円墳","","01 和歌山市","135.204614367054","34.2055104001168","埋蔵文化財包蔵地_面"
"","","226","305","10図","竈山神社古墳","かまやまじんじゃこふん","和田","古墳","古墳","丘陵","円墳","","01 和歌山市","135.204200518858","34.2011044479408","埋蔵文化財包蔵地_面"
"","","1493","303-3","10図","和田3号墳","0","和田","古墳","古墳","丘陵","前方後円墳","","01 和歌山市","135.204554065399","34.2049318353927","埋蔵文化財包蔵地_面"
"","","1492","303-2","10図","和田2号墳","0","和田","古墳","古墳","丘陵","前方後円墳","","01 和歌山市","135.20456481304","34.2051852846934","埋蔵文化財包蔵地_面"
"","","1494","304","10図","和田4号墳","0","和田","古墳","古墳","丘陵","前方後円墳？","","01 和歌山市","135.203444726511","34.204471619899","埋蔵文化財包蔵地_面"
"","","1486","297-2","10図","赤津2号墳","0","朝日","古墳","古墳","丘陵","円墳","","01 和歌山市","135.216113670145","34.189657679143","埋蔵文化財包蔵地_面"
"","","1488","297-4","10図","赤津4号墳","0","朝日","古墳","古墳","丘陵","円墳","","01 和歌山市","135.217522722343","34.1910394692002","埋蔵文化財包蔵地_面"
"","","215","293","10図","曽垣田古墳","すがまだこふん","江南","古墳","古墳","丘陵端","箱式石棺群","","01 和歌山市","135.223009425833","34.1873305831502","埋蔵文化財包蔵地_面"
"","","1487","297-3","10図","赤津3号墳","0","朝日","古墳","古墳","丘陵","円墳","","01 和歌山市","135.216667858649","34.1907182205554","埋蔵文化財包蔵地_面"
"","","335","412","10図","城ノ前1号墳","じょうのまえいちごうふん","朝日","古墳","古墳","丘陵","円墳、周溝状遺構、横穴式石室、須恵器、土師器、黒色土器、土釜","","01 和歌山市","135.222590662043","34.1899656737929","埋蔵文化財包蔵地_面"
"","","344","422","10図","朝日蔵骨器出土地","あさひぞうこつきしゅつどち","朝日","墳墓","奈良","山腹","須恵器壺（蔵骨器）・短頸壺（外容器）","","01 和歌山市","135.221401512395","34.1894662557164","埋蔵文化財包蔵地_面"
"","","1485","297-1","10図","赤津1号墳","0","朝日","古墳","古墳","丘陵","組合式石棺、須恵器（杯）、人骨","","01 和歌山市","135.21609047688","34.1899280173644","埋蔵文化財包蔵地_面"
"","","1624","18-10","10図","山崎山10号墳","0","山崎（和歌山市冬野）","古墳","古墳","丘陵","","","02 海南市海南地区","135.215605923158","34.1746190700727","埋蔵文化財包蔵地_面"
"","","1606","17-1","10図","室山1号墳","0","黒江","古墳","古墳","丘陵","円墳、横穴式石室・石棚・石梁","","02 海南市海南地区","135.206019466264","34.1735443846921","埋蔵文化財包蔵地_面"
"","","1610","17-5","10図","室山5号墳","0","黒江","古墳","古墳","丘陵","円墳、横穴式石室（片袖式）須恵器（杯、椀）碧玉製管玉（4）","","02 海南市海南地区","135.207140613537","34.1737035354857","埋蔵文化財包蔵地_面"
"","","262","344","10図","広原古墳","ひろはらこふん","広原","古墳","古墳","丘陵","円墳、横穴式石室","","01 和歌山市","135.202138054879","34.1888477392823","埋蔵文化財包蔵地_面"
"","","1608","17-3","10図","室山3号墳","0","黒江","古墳","古墳","丘陵","円墳","","02 海南市海南地区","135.204502749077","34.173330745381","埋蔵文化財包蔵地_面"
"","","355","433","10図","今福尖頭器出土地","いまふくせんとうきしゅつどち","今福","出土地","縄文初頭","砂丘","尖頭器（採集品）","","01 和歌山市","135.166634238832","34.2111632874789","埋蔵文化財包蔵地_面"
"","","353","431","10図","砂山南土師器出土地","すなやまみなみはじきしゅつどち","砂山","出土地","奈良～平安","平地","土師器","","01 和歌山市","135.163310662246","34.2153682266818","埋蔵文化財包蔵地_面"
"","","261","343","10図","吉原古墳","よしはらこふん","吉原","古墳","古墳","丘陵","前方後円墳？","","01 和歌山市","135.197936402822","34.1929291785483","埋蔵文化財包蔵地_面"
"","","259","338","10図","アンドの鼻古墳","あんどのはなこふん","三葛","古墳","古墳","丘陵","組合式石棺、土師器（壺）","","01 和歌山市","135.189537457183","34.1994033148352","埋蔵文化財包蔵地_面"
"","","1496","339","10図","三田1号墳","0","三葛","古墳","古墳","丘陵","竪穴式石室、直刀","","01 和歌山市","135.190178350645","34.1988096155662","埋蔵文化財包蔵地_面"
"","","1497","340","10図","三田2号墳","0","三葛","古墳","古墳","丘陵","円墳","","01 和歌山市","135.191849436103","34.1979570224775","埋蔵文化財包蔵地_面"
"","","1498","341","10図","三田3号墳","0","三葛","古墳","古墳","丘陵","円墳","","01 和歌山市","135.192154325863","34.1969280638193","埋蔵文化財包蔵地_面"
"","","1499","342","10図","三田4号墳","0","三葛","古墳","古墳","丘陵","円墳","","01 和歌山市","135.19216877498","34.1964502333606","埋蔵文化財包蔵地_面"
"","","257","336","10図","天神山古墳","てんじんやまこふん","関戸","古墳","古墳","丘陵","","","01 和歌山市","135.163330682959","34.192776776418","埋蔵文化財包蔵地_面"
"","","256","335","10図","関戸古墳","せきどこふん","関戸","古墳","古墳","丘陵","円墳、横穴式石室、玉類","","01 和歌山市","135.163753416427","34.1933254667936","埋蔵文化財包蔵地_面"
"","","266","350","10図","高津子山古墳","たかつしやまこふん","新和歌浦","古墳","古墳","山頂","円墳、埴輪（円筒）、須恵器","","01 和歌山市","135.156109911112","34.187834008566","埋蔵文化財包蔵地_面"
"","","227","306","10図","坂田地蔵山古墳","さかたじぞうやまこふん","坂田","古墳","古墳","丘陵","円墳？横穴式石室、直刀、須恵器","","01 和歌山市","135.201102321942","34.2011925158643","埋蔵文化財包蔵地_面"
"","","263","345","10図","内原古墳","うちはらこふん","内原","古墳","古墳","丘陵","円墳、土師器","","01 和歌山市","135.198965048783","34.1775896365141","埋蔵文化財包蔵地_面"
"","","1727","25","17図","臼岩橋遺跡","うすいわばしいせき","小畑","出土地","古墳","河岸段丘","はそう","","03 紀美野町野上地区","135.298438011541","34.1640327527722","埋蔵文化財包蔵地_面"
"","","1725","23","17図","西下柄谷遺跡","にししもからたにいせき","下佐々","出土地","縄文","河岸段丘","緑色片岩製磨製石刀の頭部片","","03 紀美野町野上地区","135.310161684518","34.160123982877","埋蔵文化財包蔵地_面"
"","","1723","21","17図","山畑遺跡","やまはたいせき","動木","散布地","縄文","山腹","有舌尖頭器、サヌカイト片","","03 紀美野町野上地区","135.318334639976","34.1698323293038","埋蔵文化財包蔵地_面"
"","","1622","18-8","10図","山崎山8-2号墳","0","山崎（和歌山市冬野）","古墳","古墳","丘陵","円墳、箱式石棺、鉄刀、鉄鏃、鉄斧、瑪瑙製勾玉、ガラス製丸玉","","02 海南市海南地区","135.2119902627","34.1733916898313","埋蔵文化財包蔵地_面"
"","","1621","18-8","10図","山崎山8号墳","0","山崎（和歌山市冬野）","古墳","古墳","丘陵","円墳","","02 海南市海南地区","135.211607393206","34.1732723950849","埋蔵文化財包蔵地_面"
"","","1612","17-7","10図","室山7号墳","0","黒江","古墳","古墳","丘陵","円墳？、標高52.2m","","02 海南市海南地区","135.204545562798","34.1715871923109","埋蔵文化財包蔵地_面"
"","","1653","43-4","10図","岡村八幡神社4号墳","0","岡田","古墳","古墳","丘陵","","","02 海南市海南地区","135.225885245041","34.1729126031412","埋蔵文化財包蔵地_面"
"","","1611","17-6","10図","室山6号墳","0","黒江","古墳","古墳","丘陵","円墳、竪穴式石室、須恵器（壺、坩、長頸壺）","","02 海南市海南地区","135.206514405964","34.173322706608","埋蔵文化財包蔵地_面"
"","","1605","17","10図","室山古墳群","むろやまこふんぐん","黒江","古墳群","古墳","丘陵","円墳6基、円墳？1基","","02 海南市海南地区","135.206812858338","34.1732040283852","埋蔵文化財包蔵地_面"
"","","1652","43-3","10図","岡村八幡神社3号墳","0","岡田","古墳","古墳","丘陵","","","02 海南市海南地区","135.226284054987","34.1726473935108","埋蔵文化財包蔵地_面"
"","","1650","43-1","10図","岡村八幡神社1号墳","0","岡田","古墳","古墳","丘陵","","","02 海南市海南地区","135.226619025526","34.1729721255707","埋蔵文化財包蔵地_面"
"","","1651","43-2","10図","岡村八幡神社2号墳","0","岡田","古墳","古墳","丘陵","","","02 海南市海南地区","135.226220291274","34.1731312978883","埋蔵文化財包蔵地_面"
"","","1631","20-1","10図","岡村1号墳","0","岡田","古墳","古墳","丘陵","円墳、径8m","","02 海南市海南地区","135.226002815573","34.1715024220528","埋蔵文化財包蔵地_面"
"","","1632","20-2","10図","岡村2号墳","0","岡田","古墳","古墳","丘陵","円墳、径8m","","02 海南市海南地区","135.226335457108","34.1713673404311","埋蔵文化財包蔵地_面"
"","","1634","20-4","10図","岡村4号墳","0","岡田","古墳","古墳","丘陵","","","02 海南市海南地区","135.229245362895","34.1710621513664","埋蔵文化財包蔵地_面"
"","","1633","20-3","10図","岡村3号墳","0","岡田","古墳","古墳","丘陵","","","02 海南市海南地区","135.227957148593","34.1709567603016","埋蔵文化財包蔵地_面"
"","","1656","44-2","16図","且来下垣内2号墳","0","且来","古墳","古墳","山腹","","神子谷1号墳","02 海南市海南地区","135.231622660626","34.1675499301776","埋蔵文化財包蔵地_面"
"","","1698","5-3","16図","馬瀬3号墳","0","方","古墳","古墳","丘陵斜面","0","","02 海南市下津地区","135.134506768355","34.119838488991","埋蔵文化財包蔵地_面"
"","","1541","27","17図","願成寺経塚","がんじょうじきょうづか","別所","経塚","平安～鎌倉","山腹","","","02 海南市海南地区","135.248045162041","34.1345426686773","埋蔵文化財包蔵地_面"
"","","1696","5-1","16図","馬瀬1号墳","0","方","古墳","古墳","丘陵斜面","0","墳丘消滅","02 海南市下津地区","135.133888733896","34.1191225577646","埋蔵文化財包蔵地_面"
"","","1697","5-2","16図","馬瀬2号墳","0","方","古墳","古墳","丘陵斜面","0","墳丘消滅","02 海南市下津地区","135.134199318556","34.119440763749","埋蔵文化財包蔵地_面"
"","","1655","44-1","16図","且来下垣内1号墳","0","且来","古墳","古墳","山腹","","神子谷3号墳","02 海南市海南地区","135.231383254068","34.1682050101361","埋蔵文化財包蔵地_面"
"","","9999","","","","","","","","","","","","135.146935757401","34.1316316951602","埋蔵文化財包蔵地_面"
"","","1658","44-4","16図","且来下垣内4号墳","0","且来","古墳","古墳","山腹","","","02 海南市海南地区","135.230911888024","34.1675986139601","埋蔵文化財包蔵地_面"
"","","1660","44-6","16図","且来下垣内6号墳","0","且来","古墳","古墳","山腹","","神子谷4号墳","02 海南市海南地区","135.228740147083","34.1671317580695","埋蔵文化財包蔵地_面"
"","","1657","44-3","16図","且来下垣内3号墳","0","且来","古墳","古墳","山腹","","神子谷2号墳","02 海南市海南地区","135.231291429738","34.1676522728276","埋蔵文化財包蔵地_面"
"","","9999","","","","","","","","","","","","135.215825359756","34.1599352937759","埋蔵文化財包蔵地_面"
"","","1555","41","16図","柿本神社古墳","かきもとじんじゃこふん","日方","古墳","古墳","尾根端","横穴式石室","","02 海南市海南地区","135.213736940258","34.1600841559329","埋蔵文化財包蔵地_面"
"","","1525","11","16図","奥の谷古墳","おくのたにこふん","日方","古墳","古墳","山麓","円墳","","02 海南市海南地区","135.210239333648","34.1619169779274","埋蔵文化財包蔵地_面"
"","","1528","14","16図","内池窯跡","うちいけかまあと","大野中","窯跡","古墳～奈良","池畔","窖窯、須恵器","","02 海南市海南地区","135.23713636633","34.1621047131373","埋蔵文化財包蔵地_面"
"","","9999","","","","","","","","","","","","135.215665974909","34.1603859867469","埋蔵文化財包蔵地_面"
"","","1659","44-5","16図","且来下垣内5号墳","0","且来","古墳","古墳","山腹","須恵器堤瓶","神子谷5号墳","02 海南市海南地区","135.229105928866","34.1665821587086","埋蔵文化財包蔵地_面"
"","","2365","19","26図","公文谷遺跡","くもんだにあと","下津木","経塚？","鎌倉","平地","鏡","","12 広川町","135.215350426318","33.9769693014744","埋蔵文化財包蔵地_面"
"","","2426","35","21図","奥Ⅱ遺跡","おきにいせき","奥","出土地","縄文","丘陵","有舌尖頭器","0","13 有田川町吉備地区","135.214453376443","34.0537689026467","埋蔵文化財包蔵地_面"
"","","9999","","","","","","","","","","","","135.205183839367","34.0640573229653","埋蔵文化財包蔵地_面"
"","","2438","15-1","21図","天満１号墳（泣沢女の古墳）","0","天満","古墳","古墳","平地","円墳、横穴式石室、須恵器、耳環、刀子、ガラス玉、?帯","県史跡","13 有田川町吉備地区","135.205546277507","34.0637821131247","埋蔵文化財包蔵地_面"
"","","2464","25","22図","扇子畑石斧出土地","せんすばたせきふしゅつどち","長谷川","出土地点","縄文","丘陵","石斧","0","13 有田川町金屋地区","135.266662719659","34.0484670546591","埋蔵文化財包蔵地_面"
"","","2976","1","27図","皆瀬の墓地","かいせのぼち","皆瀬","墓","室町","丘陵裾","五輪塔、宝篋印塔","0","18 日高川町美山地区","135.362156496806","33.980593600874","埋蔵文化財包蔵地_面"
"","","2283","28","21図","野井銅鐸出土地","のいどうたくしゅつどち","千田","出土地","弥生","山腹","銅鐸","","10 有田市","135.149820748679","34.0625493701825","埋蔵文化財包蔵地_面"
"","","9999","","","","","","","","","","","","135.143072005165","34.0654768343065","埋蔵文化財包蔵地_面"
"","","2289","34","21図","上ノ段銅鐸、銅戈出土地","うえのだんどうたくどうかしゅつどち","山地","出土地","弥生","山麓","銅鐸、銅戈","","10 有田市","135.13471105814","34.0724461091382","埋蔵文化財包蔵地_面"
"","","2395","13","21図","観音寺跡","かんのんじあと","野田","寺院跡","平安～室町","河岸段丘","布目瓦、瓦器","0","13 有田川町吉備地区","135.201986955186","34.0642635480617","埋蔵文化財包蔵地_面"
"","","2427","36","21図","土生池南岸遺跡","はぶいけなんがんいせき","土生","出土地","古墳","丘陵","須恵器甕","0","13 有田川町吉備地区","135.203508869648","34.0506492741931","埋蔵文化財包蔵地_面"
"","","9999","","","","","","","","","","","","135.142721102078","34.0662057659113","埋蔵文化財包蔵地_面"
"","","2428","37","21図","土生池須恵器窯跡","はぶいけすえきかまあと","土生","窯跡","奈良","丘陵","須恵器（杯、杯蓋、高杯、壺、甕、水煙形製品）","0","13 有田川町吉備地区","135.202796707214","34.0491953950618","埋蔵文化財包蔵地_面"
"","","9999","","","","","","","","","","","","135.14315981249","34.065125522728","埋蔵文化財包蔵地_面"
"","","9999","","","","","","","","","","","","135.143430211971","34.0659607256679","埋蔵文化財包蔵地_面"
"","","9999","","","","","","","","","","","","135.14270537725","34.0657815642642","埋蔵文化財包蔵地_面"
"","","2342","23","21図","石造宝篋印塔","せきぞうほうきょういんとう","栖原","石塔","室町","丘陵","寺院境内地","0","11 湯浅町","135.162586525103","34.0460326803683","埋蔵文化財包蔵地_面"
"","","9999","","","","","","","","","","","","135.143199013513","34.0663119497448","埋蔵文化財包蔵地_面"
"","","2266","11","16図","宮原古墳","みやはらこふん","宮原町滝","古墳","古墳","丘陵","円墳？、横穴式石室","","10 有田市","135.163539863022","34.0875690714582","埋蔵文化財包蔵地_面"
"","","2260","5","16図","新堂古墳","しんどうこふん","新堂","古墳","古墳","山腹","円墳？、横穴式石室、管玉（1）、水晶切子玉（1）、金環","","10 有田市","135.131927037991","34.0876113514388","埋蔵文化財包蔵地_面"
"","","2321","2","21図","道町道標","どうまちどうひょう","湯浅","道標","0","平地","熊野街道の道標","","11 湯浅町","135.177972363986","34.0345021104105","埋蔵文化財包蔵地_面"
"","","2322","3","21図","島の内古井戸","しまのうちふるいど","湯浅","古井戸","0","平地","熊野街道関係","0","11 湯浅町","135.177189918222","34.031335899041","埋蔵文化財包蔵地_面"
"","","2334","15","21図","青木火葬墓","あおきかそうぼ","青木","墳墓","奈良","山腹","蔵骨器、和銅開珎、帯金具、木炭","","11 湯浅町","135.188439963359","34.0273269566239","埋蔵文化財包蔵地_面"
"","","2875","19","26図","佐兵衛前屋敷跡","さへえまえやしきあと","門前","館跡","中世","丘陵端","空濠、郭（単郭式）","0","17 由良町","135.134631200799","33.969350472078","埋蔵文化財包蔵地_面"
"","","2366","20","26図","安楽寺跡","あんらくじあと","上津木","寺院跡","中世？","山腹","瓦","","12 広川町","135.201017838478","33.9702303628158","埋蔵文化財包蔵地_面"
"","","2340","21","21図","帝の跡","みかどのあと","山田","館跡","中世","平地","0","","11 湯浅町","135.203016078658","34.0290914749309","埋蔵文化財包蔵地_面"
"","","3187","41","40図","古屋経塚","ふるやきょうづか","古屋","経塚","平安","丘陵","和鏡、刀子、合子","0","20 印南町","135.257746003048","33.8166575825569","埋蔵文化財包蔵地_面"
"","","3196","49","40図","水込1号墳","みずこめいちごうふん","島田","古墳","古墳","丘陵裾","円墳","0","20 印南町","135.257610240089","33.786790163344","埋蔵文化財包蔵地_面"
"","","3197","50","40図","水込2号墳","みずこめにごうふん","島田","古墳","古墳","丘陵裾","円墳","0","20 印南町","135.258062669495","33.7869760947888","埋蔵文化財包蔵地_面"
"","","3195","48","40図","滝谷古墳","たきやこふん","島田","古墳","古墳","丘陵裾","円墳","0","20 印南町","135.261279271343","33.783477112499","埋蔵文化財包蔵地_面"
"","","3110","10-4","40図","東岩代4号墳","0","東岩代","古墳","古墳","海岸段丘","円墳、須恵器","","19 みなべ町南部地区","135.28191100636","33.7777379338196","埋蔵文化財包蔵地_面"
"","","3065","14","40図","東御所谷遺跡","ひがしごしょがたにいせき","山内","古墳","古墳","丘陵","円墳、竪穴式石室、土師器","","19 みなべ町南部地区","135.293333118344","33.7753479329008","埋蔵文化財包蔵地_面"
"","","3113","10-7","40図","東岩代7号墳","0","東岩代","古墳","古墳","海岸段丘","円墳","","19 みなべ町南部地区","135.282387382726","33.7771083108398","埋蔵文化財包蔵地_面"
